#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2014-08-15T20:52:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ53ee72a26361	
#INFO	-out.max=unlimited	
#INFO	queryParameters=28	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=V/130/gcs3
#-nav=cat:V/130&tab:{V/130/gcs3}&key:source=V/130/gcs3&HTTPPRM:&&-ref=VIZ53ee72a26361&-out.max=unlimited&-out.form=ascii table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=Name&-out=m_Name&-out=RAJ2000&-out=DEJ2000&-out=logTe&-out=[Fe/H]&-out=Dist&-out=VMag&-out=age&-out=UVel&-out=VVel&-out=WVel&-out=Vmag&-out=b-y&-out=m1&-out=c1&-out=Simbad&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=V/130/gcs3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=V/130/gcs3
#-order=I
#-out=Name
#-out=m_Name
#-out=RAJ2000
#-out=DEJ2000
#-out=logTe
#-out=[Fe/H]
#-out=Dist
#-out=VMag
#-out=age
#-out=UVel
#-out=VVel
#-out=WVel
#-out=Vmag
#-out=b-y
#-out=m1
#-out=c1
#-out=Simbad
#

#RESOURCE=yCat_5130
#Name: V/130
#Title: Geneva-Copenhagen Survey of Solar neighbourhood III (Holmberg+, 2009)
#Table	V_130_gcs3:
#Name: V/130/gcs3
#Title: Geneva-Copenhagen catalogue III {\em(includes uvby data from Olsen 1984A\&AS...57..443O)}
#Column	Name	(a11)	Object name (HD, BD, CD or CP) (1)	[ucd=meta.id;meta.main]
#Column	m_Name	(A4)	Components included in photometry (2)	[ucd=meta.code.multip]
#Column	RAJ2000	(A10)	Right ascension (ICRF)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A9)	Declination (ICRF)	[ucd=pos.eq.dec;meta.main]
#Column	logTe	(F6.3)	? Effective temperature	[ucd=phys.temperature.effective]
#Column	[Fe/H]	(F5.2)	? Metallicity	[ucd=phys.abund.Z]
#Column	Dist	(I4)	? Distance [NULL integer written as an empty string]	[ucd=pos.distance;pos.heliocentric]
#Column	VMag	(F5.2)	? Absolute magnitude	[ucd=phys.magAbs;em.opt.V]
#Column	age	(F4.1)	? Age, in Gigayears	[ucd=time.age]
#Column	UVel	(I5)	? Heliocentric space velocity component U (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.x]
#Column	VVel	(I5)	? Heliocentric space velocity component V (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.y]
#Column	WVel	(I5)	? Heliocentric space velocity component W (6) [NULL integer written as an empty string]	[ucd=pos.cartesian.z]
#Column	Vmag	(F6.3)	Visual magnitude	[ucd=phot.mag;em.opt.V]
#Column	b-y	(F6.3)	Stroemgren (b-y) index	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	m1	(F6.3)	Stroemgren m_1_ index ((v-b) - (b-y))	[ucd=phot.color]
#Column	c1	(F6.3)	Stroemgren c_1_ index ((u-v) - (v-b))	[ucd=phot.color]
#Column	Simbad	(a6)	ask the {\bf\fg{FireBrick}Simbad} data-base about this object	[ucd=]
Name	m_Name	RAJ2000	DEJ2000	logTe	[Fe/H]	Dist	VMag	age	UVel	VVel	WVel	Vmag	b-y	m1	c1	Simbad
HD 1015    	    	00 14 28.0	-14 25 54	 3.797	-0.01	  75	 2.59	 2.1	   46	  -24	   -8	 6.962	 0.322	 0.164	 0.473	Simbad
HD 1019    	    	00 14 22.2	-28 56 04	 3.716	 0.07	  53	 5.79	    	   37	   -6	  -16	 9.419	 0.494	 0.375	 0.308	Simbad
HD 1031    	    	00 14 36.5	+01 17 48	 3.809	 0.08	  80	 2.51	 1.8	    0	  -13	   11	 7.024	 0.298	 0.169	 0.513	Simbad
HD 1047    	    	00 14 49.9	+23 47 36	 3.783	-0.18	 134	 3.01	 3.0	    0	   11	    0	 8.634	 0.349	 0.155	 0.414	Simbad
HD 1073    	    	00 15 09.1	+34 52 05	 3.827	-0.17	  98	 3.04	 1.8	     	     	     	 7.986	 0.251	 0.155	 0.542	Simbad
HD 1078    	AB  	00 14 53.4	-32 09 09	 3.815	 0.07	 121	 2.60	 1.7	     	     	     	 8.013	 0.282	 0.168	 0.467	Simbad
HD 1080    	    	00 15 19.6	+46 53 57	 3.779	-0.35	  56	 4.65	 0.6	  -24	   12	    0	 8.387	 0.352	 0.161	 0.299	Simbad
HD 1093    	    	00 15 25.4	+45 01 32	 3.795	-0.11	  80	 3.87	 3.0	     	     	     	 8.485	 0.346	 0.154	 0.391	Simbad
HD 1094    	    	00 15 21.5	+28 35 13	 3.806	-0.06	  93	 2.49	 2.0	  -13	  -15	  -44	 7.333	 0.301	 0.157	 0.480	Simbad
HD 1101    	    	00 15 16.3	-16 45 22	 3.822	-0.01	 136	 2.01	 1.4	  -12	  -23	   -6	 7.673	 0.264	 0.165	 0.619	Simbad
HD 1108    	    	00 15 04.6	-68 31 48	 3.744	-0.14	  45	 5.30	 0.9	  -20	   13	    5	 8.572	 0.433	 0.243	 0.299	Simbad
HD 1121    	    	00 15 44.9	+45 32 37	 3.840	-0.13	 140	 2.52	 1.5	     	     	     	 8.248	 0.219	 0.165	 0.709	Simbad
HD 1130    	A   	00 15 37.3	+23 27 54	 3.802	-0.18	 144	 3.39	 2.7	   38	  -15	  -22	 9.285	 0.332	 0.140	 0.437	Simbad
HD 1177    	    	00 16 24.2	+65 57 15	 3.774	-0.10	  76	 4.01	 5.7	  -16	  -22	  -15	 8.430	 0.373	 0.177	 0.373	Simbad
HD 1184    	    	00 15 47.0	-66 55 26	 3.780	-0.30	  84	 3.93	 5.5	   42	  -17	  -41	 8.543	 0.351	 0.152	 0.358	Simbad
HD 1204    	    	00 16 22.2	-19 23 58	 3.760	-0.18	  78	 4.29	 9.9	   35	  -42	  -23	 8.751	 0.400	 0.186	 0.351	Simbad
HD 1213    	    	00 16 34.7	+15 50 13	 3.825	-0.41	 110	 3.13	 2.1	  -24	  -12	    3	 8.330	 0.252	 0.138	 0.563	Simbad
HD 1224    	AB  	00 16 44.5	+36 29 29	 3.798	-0.14	  78	 3.27	 2.8	  -38	   -6	   11	 7.729	 0.315	 0.156	 0.399	Simbad
HD 1237    	    	00 16 12.6	-79 51 04	 3.731	-0.09	  17	 5.37	11.9	  -33	  -16	    3	 6.586	 0.460	 0.287	 0.300	Simbad
HD 1271    	    	00 16 47.2	-46 34 26	 3.811	-0.07	 111	 2.80	 2.0	  -45	  -53	   38	 8.028	 0.288	 0.156	 0.502	Simbad
HD 1273    	    	00 16 53.8	-52 39 04	 3.748	-0.65	  23	 5.07	13.6	  -40	    3	   -2	 6.844	 0.411	 0.177	 0.241	Simbad
HD 1293    	    	00 17 05.5	-01 39 10	 3.712	-0.41	    	     	    	     	     	     	 8.380	 0.485	 0.250	 0.320	Simbad
HD 1317    	ABC 	00 17 24.5	+08 52 35	 3.762	-0.38	  33	 4.06	10.2	  -22	   21	  -21	 6.655	 0.389	 0.156	 0.354	Simbad
HD 1320    	    	00 17 16.5	-43 51 09	 3.754	-0.37	  36	 5.15	    	  -55	  -37	  -19	 7.956	 0.406	 0.205	 0.259	Simbad
HD 1321    	    	00 17 12.1	-44 21 51	 3.815	-0.07	 275	 1.46	 1.3	     	     	     	 8.651	 0.280	 0.159	 0.611	Simbad
HD 1324    	    	00 16 48.3	-78 46 48	 3.814	 0.18	 105	 1.67	 1.2	  -29	  -14	   13	 6.770	 0.288	 0.181	 0.615	Simbad
HD 1326    	A   	00 18 22.8	+44 01 22	      	     	   4	10.31	    	  -49	  -13	   -3	 8.086	 0.967	 0.513	 0.105	Simbad
HD 1329    	AB  	00 17 28.7	+00 19 16	 3.773	-0.11	 125	 2.22	 2.5	  -43	   51	    9	 7.710	 0.373	 0.167	 0.424	Simbad
HD 1343    	    	00 17 32.7	-19 03 03	 3.820	-0.32	  48	 3.03	 2.2	   -4	   -3	    3	 6.460	 0.264	 0.136	 0.512	Simbad
HD 1352    	    	00 17 49.9	+16 19 51	 3.799	-0.17	  45	 3.96	 1.6	  -40	  -21	  -16	 7.213	 0.313	 0.153	 0.396	Simbad
HD 1358    	AB  	00 17 24.5	-66 34 01	 3.791	-0.08	  97	 3.37	 3.1	  -32	  -19	   -5	 8.298	 0.332	 0.162	 0.419	Simbad
HD 1388    	    	00 17 58.8	-13 27 20	 3.770	-0.12	  27	 4.34	 6.4	  -45	  -17	  -33	 6.512	 0.381	 0.186	 0.346	Simbad
HD 1391    	    	00 17 34.5	-69 52 42	 3.777	-0.07	  93	 3.41	 5.0	   12	    1	   -8	 8.249	 0.366	 0.171	 0.413	Simbad
HD 1393    	    	00 18 07.8	+03 47 48	 3.843	-0.24	  71	 2.96	 1.4	     	     	     	 7.201	 0.211	 0.160	 0.657	Simbad
HD 1402    	AB  	00 18 21.5	+49 30 35	 3.783	 0.22	 116	 2.53	 2.1	   22	  -29	    4	 7.842	 0.365	 0.197	 0.452	Simbad
HD 1405    	    	00 18 20.8	+30 57 22	 3.682	-0.78	    	     	    	     	     	     	 8.670	 0.535	 0.380	 0.237	Simbad
HD 1418    	    	00 18 24.9	+22 52 48	 3.793	-0.08	 145	 2.17	 1.9	   13	  -35	  -42	 7.983	 0.327	 0.158	 0.480	Simbad
HD 1452    	    	00 18 29.4	-46 31 55	 3.798	-0.24	  64	 3.43	 3.2	   25	    5	  -30	 7.463	 0.312	 0.143	 0.427	Simbad
HD 1455    	    	00 17 49.2	-79 13 56	 3.775	 0.07	 145	 2.11	 2.0	   19	  -15	    3	 7.925	 0.378	 0.183	 0.478	Simbad
HD 1461    	    	00 18 41.8	-08 03 10	 3.755	 0.11	  23	 4.63	 6.6	  -31	  -39	   -1	 6.463	 0.422	 0.239	 0.357	Simbad
HD 1466    	    	00 18 26.1	-63 28 38	 3.780	-0.27	  42	 4.38	 3.7	   -9	  -20	   -1	 7.475	 0.353	 0.159	 0.339	Simbad
HD 1472    	A   	00 18 47.5	-10 56 57	 3.785	-0.12	 161	 2.14	 2.1	   12	  -21	   10	 8.172	 0.346	 0.157	 0.499	Simbad
HD 1474    	    	00 18 42.0	-29 57 24	 3.773	-0.12	  64	 4.36	 5.4	  -32	  -17	   25	 8.380	 0.374	 0.175	 0.375	Simbad
HD 1497    	    	00 19 12.7	+13 34 37	 3.758	-0.09	  65	 4.13	 9.4	   14	  -27	  -17	 8.196	 0.407	 0.193	 0.378	Simbad
HD 1506    	    	00 18 46.1	-68 34 09	 3.661	-0.81	    	     	    	     	     	     	 8.705	 0.574	 0.403	 0.268	Simbad
HD 1513    	    	00 19 16.6	+00 31 14	 3.828	-0.16	  87	 3.21	 1.5	    3	   -2	   -2	 7.916	 0.249	 0.156	 0.538	Simbad
HD 1529    	    	00 19 28.8	-17 40 43	 3.706	-0.32	  84	 3.34	    	  -18	    8	  -13	 7.973	 0.498	 0.290	 0.320	Simbad
HD 1530    	    	00 19 21.4	-40 07 16	 3.753	-0.09	  52	 4.53	11.2	   18	  -63	    8	 8.126	 0.418	 0.211	 0.347	Simbad
HD 1539    	    	00 19 36.4	-07 13 26	 3.796	-0.10	  44	 3.83	 2.7	    7	  -22	  -22	 7.028	 0.320	 0.171	 0.343	Simbad
HD 1557    	    	00 19 41.6	-30 39 30	 3.796	-0.32	 209	 2.54	 2.5	  -47	    6	  -32	 9.135	 0.315	 0.136	 0.486	Simbad
HD 1558    	    	00 19 05.4	-77 59 20	 3.837	-0.02	 240	 0.88	 0.9	     	     	     	 7.786	 0.228	 0.171	 0.771	Simbad
HD 1559    	    	00 20 22.4	+68 50 49	 3.839	-0.28	  92	 2.83	 1.7	     	     	     	 7.647	 0.221	 0.155	 0.624	Simbad
HD 1562    	A   	00 20 00.4	+38 13 38	 3.758	-0.34	  25	 5.01	 3.6	   18	   10	  -34	 6.978	 0.399	 0.189	 0.287	Simbad
HD 1581    	    	00 20 04.2	-64 52 29	 3.773	-0.26	   9	 4.56	 4.0	  -72	   -4	  -44	 4.228	 0.368	 0.177	 0.302	Simbad
HD 1582    	    	00 19 36.4	-69 06 10	 3.771	-0.18	  72	 4.47	 5.7	    7	  -12	   -6	 8.753	 0.377	 0.172	 0.364	Simbad
HD 1591    	    	00 19 48.9	-60 54 43	 3.781	-0.20	  64	 3.92	 4.3	  -36	  -21	   -9	 7.964	 0.352	 0.165	 0.349	Simbad
HD 1601    	    	00 20 30.9	+48 58 07	 3.785	 0.09	 218	-0.22	 0.5	   -2	  -15	   -1	 6.473	 0.354	 0.188	 0.745	Simbad
HD 1603    	    	00 20 28.4	+40 55 19	 3.795	 0.00	 128	 2.61	 2.2	   24	   -7	   -2	 8.149	 0.325	 0.165	 0.490	Simbad
HD 1614    	AB  	00 20 32.9	+45 30 32	 3.777	-0.16	 114	 1.71	 1.7	  -22	  -30	  -10	 6.999	 0.364	 0.159	 0.436	Simbad
HD 1620    	AB  	00 20 18.5	-32 46 09	 3.732	-0.47	  53	 4.88	    	  -49	  -50	    7	 8.510	 0.446	 0.239	 0.247	Simbad
HD 1622    	    	00 20 11.0	-55 59 38	 3.710	 0.05	  65	 5.76	    	   -3	   -6	   -8	 9.831	 0.500	 0.374	 0.317	Simbad
HD 1624    	AB  	00 20 57.1	+67 40 02	 3.719	-0.22	  32	 5.40	    	    2	  -14	   10	 7.903	 0.478	 0.326	 0.268	Simbad
HD 1634    	AB  	00 20 38.2	+12 18 39	 3.808	-0.13	 107	 2.94	 2.3	   10	    9	    4	 8.092	 0.295	 0.153	 0.425	Simbad
HD 1641    	AB  	00 20 54.1	+32 58 40	 3.801	-0.12	  68	 2.69	 2.3	    6	  -10	  -17	 6.854	 0.309	 0.153	 0.457	Simbad
HD 1666    	    	00 20 52.3	-19 55 52	 3.795	 0.11	 108	 3.03	 2.3	   19	  -20	  -20	 8.205	 0.329	 0.175	 0.500	Simbad
HD 1671    	    	00 21 07.2	+37 58 06	 3.812	-0.03	  49	 1.75	 1.3	  -12	   -3	  -13	 5.180	 0.288	 0.162	 0.566	Simbad
HD 1674    	    	00 20 53.9	-29 41 23	 3.787	-0.10	  82	 3.85	 3.8	   54	   -7	   12	 8.416	 0.342	 0.165	 0.394	Simbad
HD 1683    	    	00 20 53.7	-39 14 23	 3.792	-0.07	 101	 2.11	 1.8	   29	   -5	   -2	 7.137	 0.331	 0.159	 0.473	Simbad
HD 1686    	    	00 20 16.9	-77 13 21	 3.782	-0.21	  48	 4.46	 0.6	   11	    4	   -6	 7.882	 0.350	 0.165	 0.342	Simbad
HD 1689    	    	00 21 13.1	-03 18 42	 3.789	-0.26	  79	 2.86	 2.7	  -22	   16	    3	 7.359	 0.331	 0.143	 0.453	Simbad
HD 1697    	    	00 21 41.8	+61 41 30	 3.789	-0.17	  54	 3.57	 3.5	     	     	     	 7.249	 0.334	 0.154	 0.406	Simbad
HD 1699    	    	00 21 25.6	+28 19 34	 3.812	-0.23	  64	 3.70	 1.5	     	     	     	 7.732	 0.283	 0.143	 0.434	Simbad
HD 1706    	AB  	00 20 55.2	-65 06 48	 3.705	-0.35	  90	 3.64	    	   21	  -24	  -21	 8.410	 0.499	 0.286	 0.319	Simbad
HD 1736    	    	00 21 35.4	-16 12 27	 3.805	-0.16	 126	 3.13	 2.5	   19	    2	   13	 8.638	 0.301	 0.149	 0.443	Simbad
HD 1750    	    	00 21 32.1	-34 10 11	 3.713	-0.44	    	     	    	     	     	     	 8.094	 0.483	 0.229	 0.341	Simbad
HD 1764    	    	00 21 57.3	+16 52 36	 3.791	-0.33	  60	 3.67	 3.9	   -1	  -41	    8	 7.577	 0.325	 0.138	 0.400	Simbad
HD 1765    	    	00 21 51.0	-22 38 34	 3.787	-0.09	 143	 2.72	 2.6	   38	  -23	   13	 8.498	 0.342	 0.159	 0.478	Simbad
HD 1766    	ABC 	00 21 52.4	-23 00 29	 3.769	 0.11	  59	 3.53	 3.6	   -5	  -54	   -8	 7.405	 0.392	 0.216	 0.363	Simbad
HD 1778    	    	00 22 19.6	+53 36 03	 3.820	 0.21	 385	 0.11	 0.8	   50	  -16	  -23	 8.037	 0.275	 0.184	 0.701	Simbad
HD 1779    	    	00 22 04.5	-26 42 33	 3.747	-0.38	  65	 4.89	15.3	 -119	  -49	   -8	 8.940	 0.420	 0.205	 0.276	Simbad
HD 1815    	    	00 22 23.6	-27 01 57	 3.701	-0.06	  27	 6.16	    	    0	  -60	   -2	 8.321	 0.514	 0.418	 0.281	Simbad
HD 1828    	    	00 22 43.1	-09 37 22	 3.810	-0.16	  81	 3.67	 1.8	  -10	   -4	  -24	 8.200	 0.290	 0.149	 0.429	Simbad
HD 1832    	    	00 23 00.2	+22 22 30	 3.759	-0.09	  40	 4.55	 8.3	   -7	  -62	  -16	 7.580	 0.406	 0.206	 0.337	Simbad
HD 1835    	A   	00 22 51.7	-12 12 33	 3.755	-0.02	  21	 4.80	 6.3	  -37	  -15	    0	 6.395	 0.417	 0.218	 0.353	Simbad
HD 1842    	    	00 23 18.6	+65 21 08	 3.814	-0.26	 103	 3.00	 2.3	     	     	     	 8.049	 0.279	 0.140	 0.490	Simbad
HD 1854    	    	00 22 46.6	-35 23 10	 3.766	 0.04	  44	 4.40	 5.3	     	     	     	 7.631	 0.396	 0.210	 0.357	Simbad
HD 1856    	    	00 22 48.0	-39 15 44	 3.839	 0.01	  78	 2.28	 1.3	  -25	  -28	  -15	 6.746	 0.223	 0.174	 0.654	Simbad
HD 1859    	    	00 22 43.7	-46 17 08	 3.738	 0.12	  94	 4.67	11.9	     	     	     	 9.529	 0.455	 0.267	 0.371	Simbad
HD 1893    	    	00 22 34.7	-73 01 56	 3.730	 0.06	  44	 5.40	 5.9	   20	  -27	  -19	 8.605	 0.468	 0.299	 0.335	Simbad
HD 1898    	    	00 23 12.6	-13 10 05	 3.804	-0.10	 135	 2.70	 2.2	   33	    6	   -8	 8.348	 0.304	 0.154	 0.494	Simbad
HD 1906    	    	00 23 32.5	+37 25 58	 3.790	-0.13	 140	 2.31	 2.2	   12	  -11	    0	 8.035	 0.333	 0.155	 0.511	Simbad
HD 1917    	    	00 23 53.1	+60 57 41	 3.821	-0.32	  55	 2.88	 2.2	     	     	     	 6.567	 0.263	 0.136	 0.510	Simbad
HD 1919    	    	00 23 38.1	+42 03 21	 3.801	-0.12	 104	 3.04	 2.5	   36	  -17	    0	 8.129	 0.309	 0.153	 0.463	Simbad
HD 1926    	    	00 23 04.7	-65 07 16	 3.774	-0.31	  46	 4.57	 4.0	   38	  -16	  -21	 7.875	 0.365	 0.162	 0.325	Simbad
HD 1935    	    	00 23 38.5	+02 44 34	 3.834	 0.07	    	     	    	     	     	     	 7.743	 0.236	 0.177	 0.805	Simbad
HD 1949    	    	00 24 20.7	+67 56 34	 3.772	-0.08	 234	 2.35	 2.6	     	     	     	 9.191	 0.377	 0.168	 0.476	Simbad
HD 1952    	    	00 24 05.2	+44 15 53	 3.823	 0.18	 154	 0.72	 0.8	   14	   -8	    2	 6.659	 0.267	 0.182	 0.762	Simbad
HD 1966    	    	00 24 14.5	+53 49 20	 3.792	-0.29	  90	 2.74	 2.6	   12	  -47	  -15	 7.518	 0.325	 0.139	 0.460	Simbad
HD 1980    	    	00 23 59.5	-17 48 37	 3.792	-0.19	  63	 3.43	 3.4	  -34	   -7	    6	 7.428	 0.327	 0.151	 0.413	Simbad
HD 1985    	    	00 23 42.7	-62 25 30	 3.699	-0.32	  93	 2.75	    	 -102	  -13	  -19	 7.604	 0.512	 0.309	 0.328	Simbad
HD 1993    	    	00 24 33.5	+56 58 02	 3.815	-0.08	 101	 3.23	 2.0	     	     	     	 8.247	 0.281	 0.155	 0.471	Simbad
HD 2002    	AB  	00 23 16.1	-76 43 27	 3.808	-0.20	 114	 2.71	 2.3	  -17	    2	    2	 7.995	 0.292	 0.145	 0.501	Simbad
HD 2004    	    	00 24 17.3	+01 33 22	 3.761	 0.05	 110	 2.56	 2.9	    2	  -49	  -38	 7.774	 0.406	 0.204	 0.398	Simbad
HD 2021    	    	00 24 38.3	+16 24 28	 3.813	-0.11	 187	 1.78	 1.5	  -15	   -4	  -12	 8.134	 0.284	 0.155	 0.594	Simbad
HD 2025    	    	00 24 25.9	-27 01 36	 3.684	-0.36	  18	 6.63	    	  -53	  -22	   -9	 7.933	 0.538	 0.473	 0.234	Simbad
HD 2029    	    	00 24 11.9	-54 33 59	 3.823	-0.28	 105	 2.47	 1.9	    1	  -26	   19	 7.582	 0.259	 0.145	 0.586	Simbad
HD 2039    	    	00 24 20.2	-56 39 00	 3.761	 0.10	 103	 3.96	 6.7	  -34	  -16	  -15	 9.011	 0.408	 0.212	 0.400	Simbad
HD 2057    	    	00 25 08.7	+48 02 50	 3.769	 0.09	  44	 4.31	 4.4	  -52	  -26	   -6	 7.520	 0.391	 0.205	 0.385	Simbad
HD 2065    	    	00 24 50.0	-11 42 39	 3.819	-0.13	 200	 1.57	 1.3	   -1	  -10	  -21	 8.081	 0.269	 0.155	 0.621	Simbad
HD 2070    	    	00 24 44.8	-51 02 37	 3.769	-0.19	  35	 4.10	 7.5	  -56	  -83	   -4	 6.810	 0.380	 0.171	 0.367	Simbad
HD 2071    	A   	00 24 42.5	-53 59 02	 3.749	-0.28	  27	 5.10	 8.0	  -20	  -19	   -7	 7.271	 0.419	 0.205	 0.302	Simbad
HD 2081    	    	00 24 50.2	-42 30 39	 3.738	 0.25	 108	 4.08	 9.3	     	     	     	 9.253	 0.461	 0.273	 0.414	Simbad
HD 2085    	    	00 25 11.0	+16 59 30	 3.790	-0.01	  59	 4.02	 2.2	  -12	  -25	  -10	 7.886	 0.338	 0.173	 0.396	Simbad
HD 2095    	AB  	00 25 22.9	+20 35 31	 3.777	-0.11	  92	 3.99	 5.2	   -2	  -32	   -4	 8.808	 0.365	 0.173	 0.373	Simbad
HD 2098    	    	00 25 01.4	-30 41 51	 3.767	 0.00	  47	 4.21	 6.0	   68	  -36	  -14	 7.570	 0.392	 0.193	 0.391	Simbad
HD 2121    	    	00 24 57.9	-62 12 22	 3.814	-0.15	 117	 2.80	 2.1	  -53	  -30	    9	 8.134	 0.280	 0.152	 0.539	Simbad
HD 2148    	    	00 25 06.5	-65 23 56	 3.786	-0.18	 125	 3.11	 3.1	  -16	  -26	    6	 8.597	 0.342	 0.153	 0.425	Simbad
HD 2151    	    	00 25 45.0	-77 15 15	 3.769	-0.03	   7	 3.44	 5.3	  -61	  -46	  -31	 2.806	 0.386	 0.195	 0.358	Simbad
HD 2161    	    	00 25 36.7	-19 56 02	 3.786	 0.09	 117	 2.38	 2.0	   20	  -16	  -22	 7.712	 0.353	 0.178	 0.480	Simbad
HD 2163    	    	00 25 32.0	-24 58 21	 3.763	-0.21	 134	 3.04	 5.0	   15	  -25	   13	 8.679	 0.393	 0.164	 0.428	Simbad
HD 2205    	    	00 20 43.1	-87 40 01	 3.766	-0.30	  87	 4.04	 9.2	  -48	  -11	  -20	 8.737	 0.384	 0.168	 0.337	Simbad
HD 2221    	    	00 26 03.0	+00 26 15	 3.716	-0.24	  94	 3.54	    	   74	   -6	    5	 8.415	 0.484	 0.270	 0.332	Simbad
HD 2286    	    	00 26 36.8	-14 01 48	 3.808	-0.27	  86	 3.93	 0.3	   26	  -29	    5	 8.591	 0.292	 0.139	 0.450	Simbad
HD 2294    	    	00 26 52.3	+09 19 11	 3.832	-0.21	 115	 2.64	 1.7	     	     	     	 7.955	 0.237	 0.155	 0.579	Simbad
HD 2302    	    	00 27 04.5	+25 02 31	 3.801	 0.01	  77	 2.23	 1.7	  -29	  -23	   -8	 6.664	 0.312	 0.164	 0.490	Simbad
HD 2305    	    	00 26 53.1	-00 55 46	 3.813	-0.19	  97	 3.68	 1.5	   -3	  -16	  -10	 8.606	 0.282	 0.146	 0.495	Simbad
HD 2327    	    	00 26 58.6	-23 17 31	 3.799	-0.32	 194	 2.67	 2.5	  -37	    1	  -10	 9.109	 0.309	 0.136	 0.482	Simbad
HD 2330    	    	00 27 26.6	+26 16 43	 3.781	 0.09	  56	 3.81	 3.5	   -6	  -25	  -12	 7.569	 0.365	 0.187	 0.419	Simbad
HD 2333    	AB  	00 27 07.7	-07 52 33	 3.733	-0.25	  55	 4.38	16.9	    8	    2	   21	 8.105	 0.451	 0.252	 0.290	Simbad
HD 2338    	    	00 27 05.2	-36 33 59	 3.686	-0.14	  52	 5.91	    	   11	    5	  -13	 9.480	 0.540	 0.472	 0.263	Simbad
HD 2348    	    	00 27 14.6	-31 02 13	 3.789	-0.29	 107	 3.54	 3.8	    7	  -33	  -32	 8.687	 0.331	 0.143	 0.403	Simbad
HD 2353    	A   	00 26 48.8	-67 43 17	 3.798	-0.18	  85	 3.47	 3.1	  -39	  -22	   -7	 8.104	 0.314	 0.150	 0.413	Simbad
HD 2361    	    	00 27 20.6	-08 39 30	 3.808	-0.21	 121	 2.48	 2.1	   -3	  -29	  -19	 7.891	 0.292	 0.144	 0.473	Simbad
HD 2381    	    	00 27 30.0	-31 49 41	 3.826	-0.10	  74	 3.39	 0.8	  -24	   -5	  -23	 7.731	 0.253	 0.153	 0.506	Simbad
HD 2394    	A   	00 27 40.4	-16 24 33	 3.798	-0.24	  75	 2.83	 2.6	  -67	  -22	  -19	 7.200	 0.314	 0.145	 0.405	Simbad
HD 2404    	    	00 27 43.5	-32 23 14	 3.728	-0.46	  49	 5.59	    	  -60	  -58	   38	 9.024	 0.455	 0.241	 0.260	Simbad
HD 2405    	    	00 27 37.6	-41 22 55	 3.843	-0.40	 136	 3.05	 1.6	     	     	     	 8.713	 0.211	 0.151	 0.638	Simbad
HD 2425    	AB  	00 27 54.0	-24 50 53	 3.785	-0.18	  89	 3.72	 3.9	  -37	   -4	  -40	 8.463	 0.343	 0.157	 0.390	Simbad
HD 2454    	    	00 28 20.0	+10 11 23	 3.808	-0.24	  37	 3.25	 2.6	   13	  -32	  -14	 6.060	 0.293	 0.142	 0.441	Simbad
HD 2455    	    	00 28 14.1	-29 02 24	      	     	 120	 1.33	    	   31	    1	  -16	 6.722	 0.676	 0.539	 0.215	Simbad
HD 2466    	    	00 27 38.2	-71 52 57	 3.794	-0.07	  88	 3.78	 3.0	    6	  -19	  -17	 8.517	 0.326	 0.162	 0.414	Simbad
HD 2475    	AB  	00 28 21.0	-20 20 06	 3.772	-0.11	  32	 3.89	 6.4	   25	   -5	   -7	 6.429	 0.377	 0.190	 0.333	Simbad
HD 2477    	    	00 28 26.4	-29 17 05	 3.796	-0.31	  55	 3.39	 3.3	   -6	  -15	   29	 7.108	 0.316	 0.138	 0.422	Simbad
HD 2480    	A   	00 28 21.2	-45 52 09	 3.751	 0.06	  84	 4.01	 8.7	  -22	  -63	   -7	 8.635	 0.428	 0.220	 0.398	Simbad
HD 2488    	AB  	00 28 33.2	-11 14 14	 3.788	-0.03	  69	 2.68	 2.4	  -25	  -24	   13	 6.875	 0.342	 0.165	 0.455	Simbad
HD 2519    	AB  	00 26 51.1	-83 08 20	 3.792	-0.18	 106	 2.89	 2.7	  -17	  -20	   -7	 8.028	 0.327	 0.158	 0.369	Simbad
HD 2550    	    	00 29 23.5	+40 50 30	 3.759	-0.02	  62	 4.00	 8.3	   20	  -23	   -7	 7.961	 0.409	 0.208	 0.365	Simbad
HD 2563    	    	00 29 24.6	+26 29 43	 3.844	-0.07	 151	 2.42	 1.3	     	     	     	 8.321	 0.209	 0.171	 0.706	Simbad
